CountryName,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Dominican Republic,DOM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0231514,55.01597977,54.75367,,54.33563,,53.51212,53.94779,,54.07075,53.69893,52.49977,52.35421,52.44211,52.21507,52.1194,51.90523,51.79523,51.61995,51.43398,,
Algeria,DZA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.29224014,29.40690994,31.10489082,31.84028053,33.02333832,33.62559128,34.29436111,35.69271088,36.96297073,37.88961029,38.53421021,39.44699097,,40.6146698,41.0132103,41.54405975,41.41815948,41.64793015,42.13225937,42.61914825,43.36117172,43.97732925,44.5727005,45.32276917,45.9821701,46.42444992,47.87854004,,49.31340027,50.18435,50.5497,50.52748,51.05841,51.12901,51.23837,51.21634,50.96425,49.98504,49.31622,49.92082,49.96174,,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,40.92506027,40.85305023,41.48237991,42.47581863,42.38161087,41.98152161,41.15275955,40.9793396,41.44869995,41.67129135,42.05521011,41.93981934,42.66519165,42.77170181,43.06290817,43.07691956,43.29890823,43.84820175,44.11215973,45.15843964,45.62931824,46.02548981,46.20320892,46.67052078,47.09738922,47.27042007,47.34527969,47.42087173,47.48883057,47.75389862,47.97621155,48.1448288,48.19287109,48.23949051,48.34576035,47.80781,47.82301,47.93228,47.82754,47.9515,47.90167,47.94401,47.89156,47.87101,
Early-demographic dividend,EAR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,33.58494949,33.85435104,34.22314072,34.60501862,35.05701828,35.9297905,36.29991913,36.24440002,36.5741806,36.83781052,37.04734039,37.45273972,37.47600174,38.65106964,38.1470108,38.44149017,38.91437149,39.20195007,39.5583992,39.95489883,40.27996826,40.57085037,40.84481049,41.15425873,41.70780945,42.00996017,42.34370041,42.9455719,43.5934906,44.18383026,44.44430923,44.65174103,45.02893066,45.79909134,45.79117966,46.08172989,46.27436829,46.58311844,46.85810852,47.31681824,47.40601,47.55126,47.62276,48.09685,48.26262,48.25398,48.40487,48.38188,48.43648,
East Asia & Pacific,EAS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,42.49570084,42.27146912,42.09743881,42.25664902,42.30080032,42.10626984,42.45755005,43.23839951,43.21102905,42.99211884,42.4205513,42.40439987,42.84967041,43.0801506,43.36891937,43.28239822,43.86439896,43.89952087,44.15447998,44.1913414,44.33623886,44.74940872,44.95545959,45.7863884,46.16788101,46.48049927,46.53683853,46.97864914,47.31983185,47.45235062,47.50078964,47.54990005,47.59294891,47.81393051,48.00445938,48.14348984,48.17866135,48.21818161,48.31272888,47.82453,47.83729,47.93775,47.84198,47.951,47.90091,47.93998,47.90316,47.87706,
Europe & Central Asia (excluding high income),ECA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,48.42911148,48.40422821,48.35184097,48.31201172,48.32162857,48.32128143,48.31341934,48.35829926,48.4198494,48.45870972,48.40774918,48.49097061,48.41748047,48.45349884,48.48675156,48.29761887,48.13143158,48.22605896,47.97565079,47.88708115,47.68592072,47.78591919,47.83694839,47.92705917,47.93426132,48.01414871,48.19678116,48.0865,48.00739,48.21049,48.31502,48.33135,48.34757,48.37179,48.11254,48.09481,
Europe & Central Asia,ECS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,48.31430817,48.30323029,48.28475189,48.35898972,48.29827881,48.48583984,48.52933121,48.54853058,48.57403946,48.59461975,48.64080048,48.83079147,48.74768066,48.86846924,48.83599091,48.83071899,48.85401154,48.87899017,48.86183167,48.77616882,48.78022003,48.84701157,48.92303848,48.82931137,48.76686859,48.75841141,48.80768967,48.78792953,48.70882034,48.62020874,48.62163162,48.50004959,48.42506027,48.33823013,48.40436935,48.40296173,48.41728973,48.42309952,48.45893097,48.46166992,48.37317,48.30467,48.36769,48.56567,48.55817,48.53424,48.52626,48.34826,48.34191,
Ecuador,ECU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,45.44887924,45.71562958,46.24188995,46.90304947,47.60618973,47.61901855,47.63121033,47.75273132,50.00210953,49.07637024,49.34666824,49.37638855,50.28226852,50.16139984,49.90127182,50.30524826,50.32052994,50.40288925,,,,,49.81280136,,,50.39076996,,50.28686905,49.9098587,49.65009,49.7311,49.38791,49.63029,49.25427,49.44449,49.54897,49.46894,,50.37446,50.1616,50.15844,50.25274,50.09492,50.04557,49.97037,49.77575,49.67107,,
"Egypt, Arab Rep.",EGY,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,32.1701088,32.69591141,33.14662933,33.62591934,33.19638824,34.23130035,35.02294922,35.25695038,35.97727966,36.11225128,36.92187881,37.50688934,38.01190186,38.46641159,38.96681976,39.56642151,40.08433151,40.80187988,41.34788132,42.49954987,43.23910904,44.58164978,44.75580978,44.45552063,45.51593018,45.47238922,45.38058853,,46.74515152,47.05282,47.26582,,47.29688,47.38814,,,,,48.51815,48.05861,48.46033,48.3476,48.18927,48.56597,,48.18645,48.14735,48.222,
Euro area,EMU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,47.48408127,47.47235107,47.52711868,47.73480988,47.57112122,48.08853912,48.17618942,48.31694031,48.48405838,48.51118851,48.69741058,49.08057022,48.80609131,49.10348129,49.05757904,49.12746048,49.22164154,49.22842026,49.18983841,49.17546082,49.15869904,49.20346069,49.26940155,49.23246002,48.9804306,49.00418854,49.08288956,48.97145844,48.93854904,48.94921875,48.87546158,48.92871094,48.87638855,48.88899994,48.91342163,48.89025879,48.84754181,48.85971832,48.83306885,48.62113953,48.55649,48.4869,48.44655,48.5342,48.5191,48.4694,48.44267,48.31893,48.32282,
Eritrea,ERI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.80755997,42.22536087,41.85065079,42.23266983,41.75244141,,40.88896179,41.14075,41.55456,39.3333,39.24588,36.14957,37.20407,37.58879,41.37767,41.49791,41.47203,43.06117,43.66345,43.73343,43.74018,44.20559,45.15268,,46.47609,,
Spain,ESP,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,43.23313141,43.30738831,45.53382111,45.80881882,47.66736984,48.00959015,48.45846939,48.68611145,47.68524933,49.7121582,49.76951981,48.81295013,50.41553116,49.80754852,49.86598969,50.59735107,50.68035126,50.58190918,50.4962883,50.21162033,50.39702988,50.69799042,50.81528091,50.83134842,50.79795074,51.29436874,50.21800995,50.42472076,50.33285904,50.19313,50.03971,50.22127,50.01405,50.16459,50.11674,50.09906,50.1603,50.01618,49.68341,49.13222,48.88781,48.83255,48.7686,48.75095,48.55977,48.7454,48.99069,,
Estonia,EST,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.84001923,50.69561005,52.07332993,51.86322021,51.57363129,,50.19807816,50.07981873,49.9307,49.53017,49.40658,49.72293,49.36647,49.13369,49.32638,49.27437,49.37063,49.13923,48.62951,48.29084,48.31715,48.37457,48.47893,48.52522,48.8306,49.31515,,
Ethiopia,ETH,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,24.92769051,25.37055969,,27.35206032,,,,,,,,,,35.77613831,,,,,,,42.93696976,45.24367905,46.3475914,45.58242035,44.19324875,42.96215057,,,40.25484848,39.99578,39.7471,38.31919,36.39594,36.32982,37.26647,38.47902,39.96252,41.86274,43.44983,44.86191,46.31265,46.90375,,,48.45785,,,,
European Union,EUU,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,47.86774826,47.85924149,47.90251923,48.0732193,47.96561813,48.3339119,48.41625977,48.52933121,48.64849091,48.68143082,48.83446121,49.13037109,48.96831131,49.16672897,49.13265991,49.17406845,49.25566101,49.29877853,49.27872086,49.13541031,49.11367035,49.2218895,49.34333038,49.20212173,49.04563141,49.10519028,49.15977097,49.08280945,49.12398911,49.11579132,49.03379059,49.04290009,48.98534012,49.00336075,49.0110817,48.93675995,48.87686157,48.86024094,48.84403992,48.69314957,48.60907,48.5495,48.49812,48.76789,48.75428,48.70241,48.66753,48.57243,48.57699,
Fragile and conflict affected situations,FCS,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,35.04116821,34.85726166,34.73888016,35.11830139,35.53422165,35.48812866,35.64458084,35.68283844,35.6427002,35.61592865,35.82305145,36.35797882,37.26205063,37.69749832,37.91550064,38.23479843,38.54410934,39.02717972,39.45103836,39.75149155,39.96453094,40.01000977,40.16646957,40.12174988,39.53224182,40.78293991,40.77986145,40.76454926,40.76057053,40.75020981,41.07189178,40.53720856,41.2358017,41.89242172,41.58172989,42.13520813,42.1749115,42.4643898,42.51292038,42.59494019,42.8611,43.18306,43.32706,43.46753,43.30865,43.81298,44.07258,44.18438,44.22324,
Finland,FIN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,50.87023163,50.93684006,51.53302002,51.55876923,,52.15074921,51.70684052,51.62802887,51.5898819,51.79685974,51.68764877,51.85340118,52.01753998,52.8562088,53.01065063,52.85020065,52.7963295,52.80175018,52.57661057,53.0201416,53.30363083,53.68674088,53.0841713,52.78805161,52.43420029,52.89643097,52.08401871,51.21374893,51.01774979,51.07702,51.31631,51.44243,51.32139,50.0446,50.0151,49.97145,50.08587,50.19444,50.23276,50.19006,50.14851,50.16811,51.22814,51.22522,51.22698,51.20837,51.17456,,
Fiji,FJI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,45.41407013,,47.74966049,47.99650955,48.74874115,49.25040054,50.03712845,49.91498184,50.40695953,,50.67702103,50.76467896,,50.74362946,49.85647964,49.80187988,49.70875168,49.74488831,,,,47.94636154,49.05017853,,,,,,50.32717133,51.16492081,50.72874,50.27014,50.44219,50.26308,50.13085,,50.72973,51.13423,50.16081,50.75406,,50.45534,50.99636,,,,,,,
France,FRA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,51.15019989,50.96345901,50.70893097,49.19023895,50.75542831,,51.04196167,51.27375031,51.3562088,51.5055809,53.40550995,51.55102158,51.46205139,,50.97069168,50.83026886,50.69329071,50.59854126,50.55110931,50.48691177,50.16941833,50.06098175,49.86899185,48.76509094,48.58246994,48.62081909,48.67950821,48.76298904,48.87117004,48.9284,49.00847,49.02091,49.11663,49.00033,48.95585,48.89186,48.89606,48.89083,48.90981,49.03886,48.99604,48.94544,49.08487,49.15044,49.04913,49.01155,48.94717,,
Faroe Islands,FRO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,41.78406906,43.39702988,43.80817032,,45.00754929,45.22592926,,,,,,,,,,,,,,,,,,,,,,,,,,,48.77832,49.31788,,,,,,,,,,,,,,
Gabon,GAB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,28.55854988,29.62220001,30.61068916,31.71455002,,34.9126091,36.72634125,37.67367935,37.90752029,39.28598022,40.04624939,39.39844894,39.87213898,40.66371918,41.64336014,42.30804062,42.04064941,43.43331909,46.7278595,,,,,47.50008011,45.43048096,47.26884079,46.60091019,,46.33187866,,,,,,,,,,,,,,,,,,,,
United Kingdom,GBR,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,48.42163086,48.50428009,48.63848114,48.81531143,48.91904831,49.00587845,49.09870911,49.16104126,49.29418945,49.3890686,49.50804138,49.54586029,49.54682922,49.52639008,49.4824791,49.70269012,49.46672058,49.46760941,49.5178299,49.60316849,49.67708969,49.7552681,48.66949844,48.78464127,48.90673828,49.00059891,49.12873077,49.1867485,49.16207123,49.17657,49.0689,49.14624,49.56663,49.36893,49.34771,49.32641,49.20376,49.19499,49.09843,48.91182,49.00303,48.8358,49.92059,49.80458,49.59595,,49.60724,,
Georgia,GEO,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,42.39921188,,,,,44.18119812,,,,,48.19153976,47.77061081,47.61457825,47.90343094,47.27339935,48.68341064,48.63531113,,48.8094902,48.80704,48.99858,48.76472,48.71975,49.07743,48.76023,49.75241,,48.66367,,,,,47.84925,47.82937,47.57624,47.30988,47.14191,47.28394,
Ghana,GHA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,37.85087967,,39.02273178,38.59582138,38.66321182,38.25083923,37.99721909,38.38977051,38.14033127,38.62990189,37.95623016,38.29590988,37.53675079,37.37987137,37.62567139,,40.22629929,39.15037155,39.14086914,39.05051041,,,,,41.16859055,,,,43.63663101,43.99517,44.67201,44.90109,45.00833,44.5126,44.51634,44.89941,45.70736,45.94317,45.8274,,46.3113,46.29761,46.62042,47.35436,47.60539,48.08399,48.24081,48.54687,
Gibraltar,GIB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,50.05574036,51.14028931,50.19763184,49.02453995,49.28348923,50.58317947,56.33089066,48.21932983,49.63948822,49.80694962,49.64107895,49.78284073,49.94541168,49.97259903,49.00331879,,,,,,,,,,,,,,47.44525909,48.13052,49.09677,,,,,,,47.4313,47.13337,,,,,,,48.47619,48.50814,,
Guinea,GIN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,20.60275078,,,,,,,,,26.72809982,28.07486916,28.06106949,27.37854004,27.92292023,26.85593987,26.40641022,25.20222092,,24.68860054,24.52485085,24.3524704,,24.75680923,24.67841911,,25.58279991,,,25.98801994,,27.92611,28.82094,30.8429,30.72774,32.90458,33.98809,,36.19092,,,38.23318,,,39.12257,,,,,
"Gambia, The",GMB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,24.25625038,,24.55533981,24.99583054,26.56604958,26.9718895,29.42597008,32.34054184,29.63832092,29.20582008,29.54334068,,30.46523094,30.50588989,30.17658997,29.81529999,30.5482502,29.80912018,29.35874939,32.23662949,33.05392075,34.53134918,34.76031113,35.39823151,35.5434494,38.48957825,,,,,,,,,,,,48.29718,48.99042,48.78092,,,,,,,,,
Guinea-Bissau,GNB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,36.20402908,32.86104965,,,,30.6548996,23.57570076,18.57411003,16.45688057,16.94079018,19.73933029,17.58818054,19.90037918,18.87067032,21.37681007,,25.13178062,25.73152924,31.78515053,,,,,,,,,,,35.51978,,,,,,,,,,,,,,,,,,,
Equatorial Guinea,GNQ,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,25.87295914,,,,,16.60401917,,,,,,,,,,,,,,,,,30.60736084,34.55104065,,,,,26.98942947,30.54335,,36.4143,,,41.70842,,,,,,,,,,,,,,
Greece,GRC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,42.84896088,42.78321838,42.63972092,42.52437973,42.55643845,42.89162064,43.17552948,43.89635086,44.4969101,44.8131218,45.64722824,46.29278946,47.45756149,47.73244858,47.81425858,47.58670044,47.36236954,47.24494934,47.40642166,47.88274002,47.99184036,48.07712936,48.71218109,47.34980011,48.55305099,48.76742172,48.93758011,48.97229004,48.9337616,49.38111,49.11401,48.60637,48.52644,48.27101,47.71968,47.70487,47.10621,,,47.41048,47.86062,47.90341,47.97009,47.54822,47.25979,47.41126,47.52477,,
Grenada,GRD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,45.77309036,52.60718155,,,,,54.79777908,54.51026917,54.41461945,54.71157074,58.61349106,59.43320084,57.26277161,53.5021019,53.53826904,53.39044952,52.89067841,50.57292175,53.13874817,52.09440994,53.34492874,54.30477142,53.74523163,,,,,,,,,52.87205,48.94347,51.44217,50.14742,,49.04288,47.33339,49.68725,50.26957,,,48.53586,48.77773,48.75927,49.72237,50.07924,,
Greenland,GRL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,41.12541962,45.0021286,45.33916092,45.0109787,45.71754074,46.10261154,46.22217178,46.93001938,44.01031113,44.38486099,44.74499893,45.6639595,45.77967072,46.44195938,,,,,,,,,,46.76374054,,,46.8468399,,47.00188828,45.48620987,46.85245,47.13139,47.04086,,47.38441,47.56553,47.81414,47.9845,48.25287,48.14369,47.80906,47.56262,47.63983,47.57517,47.792,47.59989,47.70198,47.78891,47.83371,
Guam,GUM,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,50.54624939,49.58723068,49.32444,49.65293121,,50.50120926,,,,,,,,50.08758926,50.20994949,51.32730865,50.8985405,,,,,,,,,,,,50.32490921,,50.30683,,,,49.98655,,48.76662,50.27654,49.85823,50.64951,50.34088,49.99185,,,,,,,
High income,HIC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,43.99388123,44.28464127,44.33708954,45.10412979,45.73614883,46.57653046,47.26893997,47.93991852,48.62134933,48.66941833,48.82590866,49.02357864,48.91426849,48.98942184,48.94097137,48.91181183,49.03282166,49.09500122,49.02378845,48.94963074,48.92126846,49.04169846,49.05672836,48.9673996,48.80390167,48.97901917,48.94213867,49.02883148,49.16453934,49.06792068,48.93193054,48.93869019,48.74520874,48.80419922,48.91680908,48.86088181,48.64786911,48.69441986,48.60808945,48.64352036,48.57268,48.48246,48.47323,48.55977,48.55242,48.52552,48.41388,48.3879,48.38355,
"Hong Kong SAR, China",HKG,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,41.83100128,42.6362915,43.74826813,44.89598083,45.66873932,46.76594925,46.61405945,47.16585922,48.12388992,48.63993073,49.30710983,49.77878189,50.18896103,50.06518173,49.63209915,49.50495911,49.48611069,49.13380814,,,,,,,,49.07062912,,,,,48.46329,48.51485,48.79848,48.89717,48.9357,48.82446,48.76872,48.71766,48.70515,48.52726,48.41758,48.34703,47.79079,47.53024,47.4898,47.50336,47.49747,47.56879,
Honduras,HND,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,46.92136002,,,,,,,,,,50.420681,,53.07453156,51.89928055,53.73815155,,,,,,,54.87498093,,,,,,,,,,,,,,,54.73056,54.97666,55.27218,,54.32569,54.10283,54.00859,53.91937,53.09116,53.5367,52.91045,52.4563,,
Heavily indebted poor countries (HIPC),HPC,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,36.0082283,35.83546066,35.69535828,35.82072067,35.95439148,35.59041977,35.38394165,35.29874039,35.24412155,35.17213058,35.62916183,35.92509842,36.89102936,37.09043884,37.44702148,37.88608932,38.3387413,38.82130814,39.05992126,39.35992813,39.59949112,39.88336945,40.01111984,39.88077164,39.23451996,40.33538055,40.29692841,40.25899124,40.22808838,40.41051102,40.48474884,40.57743073,40.71435165,41.12194061,40.7661705,41.14833832,41.20785141,41.59238815,41.96315002,42.37149811,42.89926,43.57365,43.96586,44.44357,44.61334,45.04366,45.23154,45.39875,45.57916,
Croatia,HRV,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.74103165,49.53953934,49.49777985,49.44799042,49.29838943,49.22608948,49.33572006,49.40998,49.38445,49.39055,49.32686,,49.70647,49.71352,49.71752,49.7167,49.75156,50.49561,49.74167,49.69468,49.56898,49.61307,49.8605,49.79285,,,
Haiti,HTI,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,45.82915878,46.26420975,47.10108185,46.74985886,46.97193909,47.14934158,47.29795837,47.40378952,47.5826683,47.63251114,47.81747818,48.32534027,48.3893013,48.44440842,48.56967163,48.75944138,48.86429977,48.93426895,49.05057144,48.90856934,48.90616989,48.94387054,,49.63488007,49.70338821,49.67958069,49.61994171,49.4344902,49.28041077,49.1106,49.1043,49.11487,48.97954,48.71964,48.69868,48.69032,48.74339,48.47676,48.52922,48.42626,48.25716,48.26045,48.81197,48.79058,48.76099,48.37934,48.6227,,
IBRD only,IBD,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,41.78918839,41.76079178,41.74650955,41.74440002,42.01100922,42.21509933,42.14641953,42.23698044,42.65473938,43.05747986,42.81501007,42.55244827,42.41334152,42.99528122,42.6881218,42.29138947,42.8905983,43.24084854,43.40972137,43.65924835,43.76105881,43.93972015,44.17169952,44.30730057,44.82144928,45.04193115,45.24422073,45.50376892,45.92205048,46.27539825,46.36727142,46.43796921,46.621521,47.02090836,47.1307106,47.27915955,47.43087006,47.59321976,47.70196915,48.0030098,47.74504,47.80397,47.85744,48.24664,48.29303,48.19379,48.24049,48.11102,48.10305,
IDA & IBRD total,IBT,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,41.05118942,41.05778885,41.08906937,41.12623978,41.37704086,41.5610199,41.53409958,41.6079216,41.99956894,42.39226151,42.13708878,41.87319946,41.77248001,42.18703079,41.88122177,41.63164139,42.41041946,42.75928116,42.93117142,43.16691971,43.26718903,43.46001816,43.69578934,43.8611412,44.33778,44.62876129,44.86957169,45.16711044,45.58734894,45.95568848,46.06402969,46.13716888,46.28926086,46.67115021,46.68027878,46.87250137,46.97568893,47.08525848,47.25017166,47.51744843,47.34625,47.41568,47.49408,47.79386,47.88779,47.86408,47.91316,47.86446,47.88854,
IDA total,IDA,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,35.26393127,35.32273865,35.5489502,35.8644104,36.03693008,36.09127045,36.17733002,35.70632935,35.70069122,35.87041855,36.04689026,35.97282028,36.59827042,36.04523849,35.98023987,37.1076088,38.77574158,39.12736893,39.3407402,39.49446106,39.59128952,40.02344131,40.35768127,40.7229805,40.99073029,41.82286072,42.32149124,42.87113953,43.35527039,43.86483002,44.10681152,44.25777054,44.25682068,44.60520935,44.10007095,44.61046982,44.57814026,44.47872925,45.02484894,45.26063919,45.56983,45.73255,45.97823,45.97985,46.23953,46.57627,46.66398,46.93841,47.09857,
IDA blend,IDB,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,38.37593079,38.48178101,38.82997131,39.38528824,39.36225891,39.35958099,39.23363876,39.29013062,39.49256134,40.05607986,39.23147964,39.29784012,39.32847977,37.1206398,35.83547974,38.17749023,40.79037857,41.36566925,41.42383957,41.34968948,41.31937027,41.61851883,41.67821884,42.02732849,42.4199295,42.79916,43.22357178,43.65599823,43.93479156,44.43621063,44.19723129,44.38589096,43.8588295,44.68743134,44.66313171,45.22478867,45.11938095,44.39492035,44.97859955,45.60688019,45.3747,44.93206,45.22379,45.19234,45.46515,45.59024,45.58855,45.61351,45.96137,
Indonesia,IDN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,34.16978836,36.45042038,35.68154907,35.93338013,36.69915009,38.26668167,38.49108887,38.66244888,39.12409973,,,40.12543106,40.48900986,41.90338135,41.88484955,,,,43.9856987,44.41371155,44.86594009,44.52827835,44.64785004,44.10705948,45.18278122,45.45846176,45.65486145,,,48.11288071,48.46339,48.7841,48.98272,48.97066,49.07068,48.96249,49.33718,49.35088,49.00961,49.00622,49.25902,49.13408,49.55793,48.05356,48.56827,48.78793,49.39896,49.20422,49.17247,
IDA only,IDX,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,33.38486862,33.36077118,33.47132111,33.57963943,33.82032013,33.86481857,34.08475113,33.25271988,33.10264969,33.07637024,33.94120026,33.6246109,34.62356949,35.284729,36.15752029,36.26435089,37.20307159,37.3559494,37.7240715,38.07786942,38.24076843,38.78030014,39.3375206,39.75635147,39.97346878,41.17327118,41.74647903,42.38862991,43.02585983,43.55210114,44.07532883,44.20114136,44.5002594,44.57440186,43.79058075,44.27256012,44.2779007,44.54153824,45.06221008,45.07477951,45.68972,46.18889,46.40494,46.44595,46.66929,47.1265,47.2376,47.63947,47.70363,
Isle of Man,IMN,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,27.92712975,28.27444077,28.73563957,,29.87158012,30.05290031,30.35675049,30.67798996,,31.09420967,31.73040962,31.55264091,33.91154099,32.34812164,,33.30221176,33.50925064,34.02342987,34.58568954,,,,36.66117859,37.25653839,37.23123169,37.42464828,38.14220047,,39.33039093,39.57881,39.78754,40.6543,42.56015,42.58345,43.01821,43.30394,43.97258,44.57866,45.49483,45.62132,45.98162,46.14815,47.57302,47.64562,47.59985,47.68043,47.4799,,
Not classified,INX,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Secondary education, pupils (% female)",SE.SEC.ENRL.FE.ZS,,,,,,,,,,,,50.96187973,50.59923172,51.21175003,51.09548187,51.31618118,51.24485016,51.36328888,51.53794861,51.65721893,51.87894058,51.66450119,51.61240005,51.38286972,51.31208038,51.17615891,51.19141006,51.14448929,51.06552124,51.05120087,51.07780075,50.97256088,50.87057877,49.76259995,49.91194153,50.13489151,50.45302963,50.69589996,50.19224167,50.21453857,50.63962,50.77339,50.95483,50.87424,50.66633,50.97136,50.63816,50.56342,50.37502,50.15603,49.88201,49.46125,49.30156,,49.32637,49.47811,49.4879,48.58142,,
